************************************
*   Event  *     PH    *    ToF    *
*    30938 * 53.471225 * 70.737182 *
*    30977 * 53.237346 * 73.508880 *
*    30992 * 53.097080 * 71.133392 *
*    31029 * 53.319999 * 70.594360 *
*    31049 * 53.284397 * 70.831543 *
*    31057 * 53.124588 * 72.570068 *
*    31063 * 53.549690 * 70.601440 *
*    31065 * 53.308654 * 72.930358 *
*    31078 * 53.839077 * 70.378418 *
*    31102 * 52.947429 * 70.415985 *
*    31108 * 53.574100 * 361.76133 *
*    31117 * 53.775104 * 71.380889 *
*    31129 * 53.469226 * 71.315582 *
*    31135 * 47.297824 * 72.156768 *
*    31142 * 53.706623 * 71.097808 *
*    31144 * 53.403705 * 472.83068 *
*    31148 * 53.116188 * 72.124145 *
*    31161 * 52.909011 * 71.439758 *
*    31166 * 53.516040 * 72.157836 *
*    31215 * 53.229030 * 70.731658 *
*    31235 * 53.547359 * -648.5471 *
*    31238 * 53.182972 * 71.318328 *
*    31239 * 53.828975 * -101.1369 *
*    31244 * 53.311912 * 69.733917 *
*    31246 * 53.357708 * 72.512481 *
*    31262 * 52.999481 * 72.632690 *
*    31265 * 53.171848 * 72.214233 *
*    31270 * 52.411994 * 71.412933 *
*    31286 * 53.442092 * 72.637085 *
*    31307 * 53.209514 * 72.013580 *
*    31312 * 53.107463 * -639.3673 *
*    31339 * 52.876842 * -777.0877 *
*    31343 * 53.030010 * 69.005065 *
*    31358 * 52.109672 * 71.525329 *
*    31369 * 53.023754 * 69.851776 *
*    31379 * 53.315914 * -217.6743 *
*    31394 * 52.974178 * 72.220306 *
*    31408 * 53.345424 * 70.836090 *
*    31440 * 53.281997 *  70.65271 *
*    31454 * 52.836166 * 71.365753 *
*    31458 * 53.382587 * 72.079040 *
*    31495 * 53.087505 * 72.159149 *
*    31500 * 53.013347 * 71.776825 *
*    31503 * 52.772079 * 71.503570 *
*    31530 * 53.005359 * 71.404815 *
*    31545 * 53.573345 * 69.699371 *
*    31554 * 53.075466 * 71.608459 *
*    31566 * 53.348949 * 72.657165 *
*    31571 * 53.388061 * 72.078430 *
*    31573 * 53.566375 * -1310.899 *
*    31588 * 53.133148 * -31.20666 *
*    31595 * 53.717556 * 71.679260 *
*    31604 * 53.004032 * 70.804595 *
*    31607 * 53.402088 * 72.525695 *
*    31610 * 52.515686 * -666.2203 *
*    31622 * 53.129665 * 70.976074 *
*    31640 * 53.013809 * -329.7636 *
*    31646 * 53.614727 * 70.671752 *
*    31647 * 52.854885 * 74.186462 *
*    31653 * 53.588691 * 71.068756 *
*    31669 * 53.044097 * 70.927978 *
*    31677 * 53.502155 * -43.92132 *
*    31679 * 53.149211 * 72.231781 *
*    31683 * 53.328559 * 72.927276 *
*    31697 * 53.324688 * 69.832305 *
*    31699 * 53.047710 *  71.70578 *
*    31706 * 53.188095 * 71.529571 *
*    31719 * 53.339035 * 71.384613 *
*    31721 * 52.994789 * -316.5175 *
*    31735 * 52.880893 * 71.545654 *
*    31741 * 53.435691 * 70.495361 *
*    31748 * 35.355888 * 72.229583 *
*    31755 * 52.984207 * 71.461975 *
*    31772 * 53.296947 * 37.615905 *
*    31784 * 52.738681 * -716.5169 *
*    31793 * 53.486679 * 71.197601 *
*    31795 * 53.196952 * 71.698608 *
*    31797 * 53.093166 * 73.074585 *
*    31807 * 53.270423 * 70.883972 *
*    31817 * 53.341880 * 71.120666 *
*    31847 * 52.633876 * 72.711120 *
*    31850 * 53.250450 * 69.926483 *
*    31858 * 53.141498 * -277.6085 *
*    31863 * 53.617828 * 70.855285 *
*    31912 * 53.146392 * 70.741638 *
*    32041 * 53.243686 *  70.62323 *
*    32058 * 53.433105 * 71.543914 *
*    32075 * 53.323505 * 72.477569 *
*    32144 * 53.691394 * 71.825805 *
*    32152 * 53.179706 * -326.7508 *
*    32158 * 53.242435 * 71.888763 *
*    32169 * 53.451232 * 71.009643 *
*    32180 * 53.280437 * 51.053924 *
*    32210 * 53.102321 * 71.011138 *
*    32233 * 53.337188 * 70.398040 *
*    32259 * 53.098522 * 70.904632 *
*    32267 * 52.896946 * -434.6614 *
*    32345 * 53.049232 * 72.354003 *
*    32373 * 52.710510 * 72.992614 *
*    32380 * 53.145771 * 71.918609 *
*    32392 * 53.393989 * 72.202514 *
*    32407 * 53.268695 * 71.117218 *
*    32437 * 53.480838 * 69.657104 *
*    32451 * 53.139396 * 71.991210 *
*    32454 * 53.059017 * 72.172790 *
*    32490 * 52.923133 * 71.033508 *
*    32514 * 53.336261 * 72.501586 *
*    32516 * 52.847766 * 71.288360 *
*    32656 * 53.126346 * 70.442932 *
*    32658 * 53.210655 * 70.611450 *
*    32667 * 52.851486 * -401.3971 *
*    32679 * 53.923347 * -1185.159 *
*    32779 * 53.129695 * -1411.728 *
*    32781 * 53.172336 * 73.312408 *
*    32785 * 52.782238 * 72.139190 *
*    32842 * 53.110553 * 71.689178 *
*    32845 * 53.634456 * 72.084869 *
*    32851 * 53.070919 * 72.351013 *
*    32872 * 53.130283 * 73.721649 *
*    32920 * 52.769462 * 71.205169 *
*    32923 * 53.277019 * -233.4394 *
*    32927 * 41.257618 * 71.539581 *
*    32928 * 53.069488 * 72.558471 *
*    32944 * 53.366287 * 70.531494 *
*    32969 * 52.900775 * 71.114898 *
*    32992 * 52.992851 * 71.776825 *
*    32996 * 52.896827 * 69.835723 *
*    33006 * 53.922573 * 70.645355 *
*    33020 * 52.593128 * 72.466095 *
*    33053 * 52.713485 * 71.626098 *
*    33054 * 53.515293 * 70.766326 *
*    33091 * 53.113586 * 71.352142 *
*    33092 * 53.260986 * 71.948577 *
*    33095 * 52.803161 * 71.753021 *
*    33104 * 52.847019 * 71.067199 *
*    33110 * 53.063171 * -594.0116 *
*    33122 * 53.247436 * 71.477813 *
*    33150 * 53.171581 * -373.3845 *
*    33197 * 53.087722 * 70.163055 *
*    33205 * 53.100811 * 73.155395 *
*    33257 * 53.483871 * 70.825286 *
*    33264 * 53.119964 * 72.692352 *
*    33286 * 52.716419 * 72.704345 *
*    33297 * 53.520412 * 72.443267 *
*    33314 * 53.234508 * 548.33420 *
*    33332 * 52.921409 * 72.157959 *
*    33340 * 52.961528 * 70.460022 *
*    33373 * 53.302162 * 72.831146 *
*    33405 * 53.079120 * 72.115356 *
*    33423 * 53.279468 * 70.685791 *
*    33429 * 53.152526 * 70.700714 *
*    33477 * 53.472999 * 72.662139 *
*    33538 * 53.012245 * 71.079223 *
*    33540 * 53.361808 * 71.866607 *
*    33545 * 53.290107 * 70.631805 *
*    33551 * 53.429233 * 71.376037 *
*    33556 * 53.408699 * 255.55584 *
*    33570 * 53.046745 * 70.320282 *
*    33572 * 53.051868 * 71.969116 *
*    33594 * 52.947399 * 511.68970 *
*    33615 * 53.321010 * 71.184722 *
*    33617 * 53.020443 * 71.020416 *
*    33618 * 53.805007 * 394.40820 *
*    33626 * 52.892894 * 72.493652 *
*    33631 * 53.335979 * 72.272033 *
*    33645 * 53.213863 * 71.072692 *
*    33648 * 53.236457 * -184.3621 *
*    33669 * 26.600753 * 72.044158 *
*    33675 * 52.893863 * 72.502105 *
*    33705 * 52.445087 * 71.686828 *
*    33717 * 53.147911 * 365.30000 *
*    33731 *  53.21381 * 72.422699 *
*    33739 * 53.543499 * -533.2573 *
*    33753 * 53.313804 * 70.361602 *
*    33756 * 53.486255 * 71.157440 *
*    33785 * 53.462558 * 73.707366 *
*    33829 * 53.305446 * 71.408294 *
*    33833 * 52.963005 * 72.746307 *
*    33866 * 53.160423 * 71.723510 *
*    33939 * 53.272018 * 72.384429 *
*    33944 * 53.482151 * 72.378875 *
*    33984 * 53.477684 * 69.892456 *
*    33986 * 52.971118 * 72.137481 *
*    34054 * 53.512142 * 71.226013 *
*    34082 * 53.265556 * 70.316680 *
*    34097 * 53.288654 * 69.835693 *
*    34121 * 53.278877 * 71.693359 *
*    34127 * 53.486579 * -808.7943 *
*    34140 * 53.352233 * 70.829284 *
*    34149 * 53.394214 * 70.840515 *
*    34164 * 53.268409 * 72.507385 *
*    34201 * 52.840301 * 72.700653 *
*    34238 * 52.824054 * 72.288208 *
*    34258 * 53.008468 * 71.533874 *
*    34263 * 53.166755 * 71.106445 *
*    34267 * 53.229839 * 71.420867 *
*    34284 * 53.303211 * 72.147827 *
*    34285 * 53.522205 * 72.121612 *
*    34291 * 53.507900 * 71.204895 *
*    34295 * 52.680488 * 71.139770 *
*    34318 * 46.006385 * 72.246917 *
*    34339 * 53.113765 * 70.357238 *
*    34355 * 53.218772 * 71.103576 *
*    34392 * 53.222827 * 71.830078 *
*    34412 * 52.788570 * 72.468231 *
*    34415 * 53.117038 * 70.789947 *
*    34435 * 53.331924 * 70.098144 *
*    34436 * 53.266899 * 72.593017 *
*    34467 * 53.131122 * 72.619354 *
*    34468 * 53.327354 * 71.624145 *
*    34475 * 53.909576 * -1065.681 *
*    34486 * 52.633091 * 72.848815 *
*    34533 * 52.160423 * 70.945800 *
*    34539 * 52.675735 * 71.866149 *
*    34588 * 53.084182 * 72.062225 *
*    34596 * 53.467735 * 70.117706 *
*    34602 *   53.2486 * 71.866485 *
*    34611 * 52.747661 * 71.288604 *
*    34612 * 53.097404 * 69.899261 *
*    34617 * 53.235599 * 72.418243 *
*    34633 * 53.791927 * 72.341369 *
*    34692 * 53.386543 * 73.236572 *
*    34696 * 53.126171 * 71.309967 *
*    34706 * 53.483959 * 71.139770 *
*    34719 * 52.809124 * 71.001190 *
*    34742 * 53.346466 * 70.799194 *
*    34752 * 53.380950 * 70.710815 *
*    34758 * 53.289413 * 71.466369 *
*    34761 * 53.236267 * 33.822021 *
*    34780 * 53.159027 * 73.272735 *
*    34813 * 53.228576 * 70.880981 *
*    34822 * 53.007515 * 72.337524 *
*    34824 * 52.923145 * 72.987640 *
*    34831 * 53.200897 * 72.902282 *
*    34841 * 53.501525 * 71.768798 *
*    34844 * 52.645275 * 70.872253 *
*    34850 * 52.960266 * 71.357299 *
*    34860 * 53.236457 * -393.0559 *
*    34877 * 53.054081 * 70.869079 *
*    34882 * 23.331806 * -994.7536 *
*    34915 * 28.930311 * 72.769470 *
*    34926 * 53.158195 * 71.502899 *
*    34943 * 53.591484 * -895.7515 *
*    34955 * 53.020153 * 72.092773 *
*    34965 * 53.352397 * 70.824646 *
*    34974 * 53.366195 * 71.325347 *
*    35027 * 53.218021 * 72.151062 *
*    35035 * 52.918994 * -936.9998 *
*    35043 * 53.453609 * -642.6753 *
*    35045 * 53.435085 * 71.617034 *
*    35066 * 53.308528 * 70.832428 *
*    35087 * 53.051250 * -1361.880 *
*    35091 * 53.442546 * 71.910583 *
*    35092 * 53.188911 * 72.218505 *
*    35100 * 53.246357 * 71.531860 *
*    35128 * 53.479988 * 71.839538 *
*    35136 * 53.209301 * 71.182952 *
*    35142 * 53.012912 * 71.500579 *
*    35152 * 52.541156 * 70.890930 *
*    35234 * 53.734981 * 70.040924 *
*    35287 * 53.012279 * 71.589355 *
*    35288 * 53.102462 * 71.308898 *
*    35306 * 53.500110 * 133.01919 *
*    35318 * 53.255416 * 70.929016 *
*    35325 * 53.172302 * 71.622497 *
*    35344 * 53.408779 * 70.560638 *
*    35396 * 53.422344 * 71.344512 *
*    35404 * 52.892238 * 72.694549 *
*    35411 * 53.025959 * 72.437652 *
*    35413 * 53.331428 * 71.206054 *
*    35434 * 53.436088 * 72.058197 *
*    35462 * 53.721725 * 72.212371 *
*    35479 * 53.023620 * 71.461212 *
*    35484 * 51.859851 * -956.5958 *
*    35528 * 32.120945 * 72.412323 *
*    35533 * 53.176544 * 71.752166 *
*    35535 * 53.203437 * 71.021637 *
*    35538 * 53.296009 * 69.487793 *
*    35560 * 52.909908 * 71.311279 *
*    35606 * 52.667110 * 71.114654 *
*    35651 * 52.838481 * -138.5343 *
*    35653 * 53.301879 * 70.652771 *
*    35675 * 53.227672 * 72.957946 *
*    35685 *   53.1917 * 71.508697 *
*    35686 * 53.217224 * 72.028320 *
*    35691 * 53.386001 * 71.480072 *
*    35719 * 53.418834 * 72.384033 *
*    35741 * 53.303180 * 71.346679 *
*    35751 * 53.566509 * 71.855529 *
*    35770 * 52.841747 * 158.57556 *
*    35825 * 53.651752 * -1076.571 *
*    35876 * 53.261039 * 69.709381 *
*    35880 * 53.377147 * 69.846771 *
*    35897 * 53.183624 * -1135.551 *
*    35906 * 53.142448 * 72.256988 *
*    35913 * 53.288517 * 71.608184 *
*    35937 * 53.003757 * 71.058044 *
*    35939 * 53.126579 * 72.843383 *
*    35949 * 52.902065 * 71.983215 *
*    35986 * 53.296871 * -325.2557 *
*    35988 * 53.064277 * 72.177185 *
*    35991 * 52.888954 * 71.378051 *
*    35992 * 52.638050 * 72.782074 *
*    35997 * 40.772102 * 77.236145 *
*    35998 * 53.656101 * 73.109985 *
*    36007 * 53.281467 * 72.595123 *
*    36016 * 52.908176 * -402.9879 *
*    36039 * 53.191349 * 72.009460 *
*    36076 * 53.012634 * 72.180847 *
*    36091 * 52.947868 * 71.704376 *
*    36097 * 53.368385 * 70.333526 *
*    36159 * 53.389461 * 122.26940 *
*    36167 * 53.442424 * 70.743469 *
*    36220 * 53.203609 * 326.73512 *
*    36234 *  52.94627 * 72.382690 *
*    36264 * 53.095550 * 72.733673 *
*    36268 * 52.979297 * 71.891998 *
*    36273 * 31.068988 * -903.2426 *
*    36274 * 53.540805 * -224.6926 *
*    36278 * 53.579086 * 71.509704 *
*    36317 * 53.269752 * 71.161407 *
*    36327 * 53.423980 * 73.246643 *
*    36336 * 53.415779 * 72.944610 *
*    36343 * 52.499000 * 70.220031 *
*    36373 * 53.275352 * 70.384918 *
*    36384 * 52.955150 * -1387.900 *
*    36389 * 52.757583 * 70.577026 *
*    36401 * 53.307155 * 71.503631 *
*    36421 * 53.255886 * 72.189392 *
*    36427 * 53.253452 * 73.081878 *
*    36428 * 52.998012 * 72.027282 *
*    36436 * 52.924671 * 70.824920 *
*    36447 * 53.245948 * 72.336425 *
*    36464 * 52.976429 * 71.729919 *
*    36467 * 53.117981 * 72.104827 *
*    36486 * 52.903133 * 72.044586 *
*    36503 * 53.437301 * 73.025360 *
*    36527 * 52.875648 * 73.952667 *
*    36528 * 52.734603 * -904.7922 *
*    36553 * 53.309486 * 71.443603 *
*    36563 * 53.112983 * 71.073486 *
*    36575 * 53.295131 * -160.4295 *
*    36602 * 53.771408 * 72.358856 *
*    36626 * 53.174297 * -1334.015 *
*    36640 * 53.211074 * 71.077728 *
*    36644 * 53.041702 * -1302.085 *
*    36655 * 53.587474 * 70.158355 *
*    36695 * 52.850296 * 71.659057 *
*    36727 * 53.384559 * 72.064880 *
*    36747 * 53.008441 * 71.606140 *
*    36757 * 53.151638 * 71.491424 *
*    36762 * 53.650978 * 72.217437 *
*    36782 * 53.388477 * 72.929626 *
*    36783 * 53.117473 * 70.938262 *
*    36785 * 53.784637 * 70.945068 *
*    36788 * 53.373745 * 71.709960 *
*    36789 * 53.070072 * 70.628204 *
*    36793 * 52.840084 * 71.387451 *
*    36802 * 52.849853 * 72.376251 *
*    36839 * 53.789714 * 70.456756 *
*    36850 * 53.457325 * 71.255432 *
*    36854 * 53.591800 * 72.150512 *
*    36920 * 52.987255 * -792.7946 *
*    36923 * 52.980953 * 73.231689 *
*    36934 * 53.334316 * 71.614135 *
*    36945 * 52.775257 * -634.8279 *
*    36948 * 53.424293 * 71.825347 *
*    36961 * 53.008091 * -915.9079 *
*    36970 * 53.690334 * 71.754425 *
*    37001 * 53.593631 * 70.975494 *
*    37048 * 52.988266 * 71.926178 *
*    37053 * 53.189025 * 70.039520 *
*    37077 * 52.790367 * 71.480468 *
*    37098 * 53.081890 * 70.503875 *
*    37131 * 52.863094 * 40.387512 *
*    37177 * 53.373004 * 70.851104 *
*    37209 * 53.337787 * 71.385772 *
*    37211 * 53.184951 * 69.917419 *
*    37213 * 53.582447 * -1053.368 *
*    37221 * 52.925895 * 71.380493 *
*    37229 * 53.119167 * 71.335388 *
*    37248 * 53.217067 * 71.773864 *
*    37257 * 53.709281 * 71.251403 *
*    37277 * 53.114543 *  72.71521 *
*    37332 * 52.863319 * 71.543975 *
*    37334 * 53.431884 * 73.433380 *
*    37348 * 53.191310 * 72.516540 *
*    37398 * 52.599353 * 71.024444 *
*    37401 * 53.015583 * 72.154388 *
*    37441 * 26.090438 * 85.290405 *
*    37446 * 53.126907 * 71.006530 *
*    37462 * 53.024444 * 72.524261 *
*    37474 * 52.920467 * 69.126129 *
*    37511 * 52.581737 * 71.811004 *
*    37516 * 53.023429 * 72.626251 *
*    37527 * 53.023937 * 72.512878 *
*    37564 * 53.274581 * 70.495788 *
*    37594 * 52.664924 * 73.332305 *
*    37621 * 53.442688 * -1062.733 *
*    37631 * 53.381469 * 71.541046 *
*    37637 * 53.276351 * 71.879669 *
*    37639 * 53.326011 * 72.797302 *
*    37666 * 53.614986 * 71.647308 *
*    37681 * 53.279098 * 70.524932 *
*    37683 * 53.210952 * 71.259491 *
*    37687 * 53.012085 * -783.3012 *
*    37697 * 52.907131 * 70.869506 *
*    37701 * 53.152328 * 69.584655 *
*    37703 * 53.729549 * -1087.197 *
*    37714 * 53.359634 * 71.653503 *
*    37727 * 53.576438 * -719.3229 *
*    37731 * 52.962333 * 70.986358 *
*    37735 * 53.652511 * 70.976196 *
*    37799 * 53.012523 * 70.043487 *
*    37817 * 53.195510 * -538.5390 *
*    37820 * 53.117088 * 70.747467 *
*    37853 * 53.636295 * -479.2092 *
*    37867 * 53.578941 * 70.506835 *
*    37877 * 53.029151 * 72.404174 *
*    37880 * 52.532760 * 72.920227 *
*    37901 * 53.144294 * 72.708557 *
*    37911 * 53.098262 * -393.3233 *
*    37912 * 53.404411 * 72.745178 *
*    37924 * 52.734676 * 71.503906 *
*    37940 * 53.650966 * 73.584442 *
*    37996 * 53.662303 * 71.834594 *
*    38000 * 53.373561 * 70.419372 *
*    38014 * 53.583534 * 71.335327 *
*    38019 *  52.67173 * 71.737091 *
*    38021 * 53.765995 * 71.411346 *
*    38052 * 52.970871 * 72.312042 *
*    38065 *    52.882 * 73.430297 *
*    38075 * 53.143432 * 72.260223 *
*    38103 * 53.474254 * 72.433685 *
*    38106 * 52.908523 * 72.246337 *
*    38119 * 52.840755 * 71.003753 *
*    38133 * 52.923366 * 71.765716 *
*    38135 * 52.856525 * 70.981445 *
*    38143 * 53.557445 * 69.952697 *
*    38151 * 53.388965 * 71.920501 *
*    38173 * 53.137188 * 71.869354 *
*    38174 * 52.871532 * 73.794616 *
*    38221 * 53.019493 * 73.285156 *
*    38266 * 53.857917 * 73.425903 *
*    38294 * 53.179874 * -126.9976 *
*    38299 * 53.211841 * 71.783294 *
*    38349 * 53.403171 * 71.201965 *
*    38353 * 53.418571 * 70.138671 *
*    38371 * 52.901447 *  72.34021 *
*    38375 * 17.619762 * 71.661987 *
*    38391 * 52.797985 * 72.768158 *
*    38428 * 53.027862 * 70.774963 *
*    38468 * 53.183940 * 70.918518 *
*    38497 * 52.901462 * 71.692535 *
*    38531 * 52.973743 * 73.178619 *
*    38544 * 53.010883 * 70.800231 *
*    38568 * 53.157306 * 71.443481 *
*    38581 * 53.158420 * -1351.901 *
*    38598 * 52.992530 * 71.169769 *
*    38613 * 52.689144 * 72.858123 *
*    38617 * 53.298015 * 71.562988 *
*    38622 * 53.415039 * 72.010925 *
*    38623 * 53.188915 * 69.686431 *
*    38628 * 53.252677 * 73.435333 *
*    38634 * 53.567966 * 71.181549 *
*    38636 * 52.817562 * 72.830169 *
*    38644 * 53.173389 * 71.575073 *
*    38653 * 53.310199 * 71.567047 *
*    38660 * 52.903713 * 71.350585 *
*    38661 * 53.081996 * 73.443176 *
*    38669 * 53.445522 * 72.024414 *
*    38672 * 53.238567 * 71.458221 *
*    38677 * 52.854362 * 69.959045 *
*    38694 * 52.860191 * 72.211212 *
*    38715 * 53.527011 * 71.199890 *
*    38718 * 52.888942 * 72.260009 *
*    38733 * 52.815517 * 72.163238 *
*    38734 * 53.736614 * 73.529998 *
*    38737 * 52.707263 * 71.297088 *
*    38745 * 53.334941 * 71.217834 *
*    38762 * 53.134250 * 70.648620 *
*    38798 * 53.089321 * 72.656768 *
*    38819 * 53.103199 * 72.436676 *
*    38855 * 53.061683 * 68.190033 *
*    38861 * 52.803173 * 71.306884 *
*    38871 * 52.997959 * 212.30316 *
*    38887 * 52.950336 * 71.101959 *
*    38894 * 52.050537 * 72.530609 *
*    38895 * 53.283275 * 71.682312 *
*    38906 * 53.147430 * 72.226379 *
*    38930 * 52.822479 * 71.963562 *
*    38938 * 53.746570 * 72.058654 *
*    38940 * 52.988647 * 70.119293 *
*    38956 * 53.417240 * 71.203094 *
*    38960 * 53.177879 * -1262.522 *
*    38961 * 52.700958 * 71.348022 *
*    38980 * 53.383945 * 39.652587 *
*    39002 * 52.819458 * 74.672332 *
*    39030 * 53.426387 * 72.103393 *
*    39035 * 52.799659 * 71.902343 *
*    39044 * 52.940712 * 72.592834 *
*    39062 * 53.120834 * 70.138641 *
*    39072 * 53.137264 * 71.556762 *
*    39085 * 52.992313 * 73.012817 *
*    39087 * 53.084640 * 72.107543 *
*    39123 * 53.420162 * 71.228179 *
*    39138 * 53.666755 * 71.547088 *
*    39146 * 53.413051 * 72.497192 *
*    39159 * 52.981029 * 71.765625 *
*    39192 * 53.239585 * 71.816833 *
*    39195 * 53.386386 * 71.128967 *
*    39200 * 53.257427 * 70.897064 *
*    39220 * 52.907314 * 70.972106 *
*    39223 * 53.241565 * 72.273040 *
*    39228 * 53.466037 * 72.446563 *
*    39296 * 53.455234 * 71.794281 *
*    39306 * 53.227924 * 71.346618 *
*    39315 * 53.027854 * 72.526397 *
*    39325 * 52.918193 * 72.012207 *
*    39333 * 52.748664 * 73.164276 *
*    39340 * 52.630420 * 72.390991 *
*    39441 * 52.895938 * -1209.672 *
*    39456 * 53.245262 * 71.967041 *
*    39460 * 53.177871 * 72.205719 *
*    39462 * 53.319294 * 72.851989 *
*    39522 * 53.145244 * 70.934539 *
*    39523 * 53.120628 * 71.137878 *
*    39529 * 53.245136 * -1396.865 *
*    39554 * 53.386703 * 70.851898 *
*    39576 * 53.144474 * 72.230743 *
*    39580 *  53.76577 * 70.078735 *
*    39593 * 52.687900 * 71.067474 *
*    39604 * 52.666576 * 71.708221 *
*    39621 * 53.368114 * 71.991363 *
*    39632 * 53.490116 * 71.676940 *
*    39648 * 53.295143 * 71.128936 *
*    39651 * 53.236564 * 71.545867 *
*    39669 * 53.016002 * 70.739074 *
*    39670 * 53.193290 * 73.549774 *
*    39676 * 53.509521 * 71.263244 *
*    39681 * 53.691085 * 70.895568 *
*    39682 * 53.066635 * 70.897827 *
*    39724 * 52.952724 * 72.092865 *
*    39730 * 52.689788 * 70.568176 *
*    39740 * 53.327827 * 69.965362 *
*    39746 * 53.365440 * 71.277557 *
*    39811 * 53.370082 * 70.334228 *
*    39820 * 52.708103 * -93.65411 *
*    39843 * 52.599926 * 71.201324 *
*    39859 * 53.155914 * 70.126892 *
*    39872 * 53.043273 * 70.691741 *
*    39874 * 53.824783 * 70.203338 *
